"X"	"p"	"dist"
3	0.25149	41.3
2	0.14314	41.3
2	0.12873	41.3
2	0.10686	41.3
2	0.28976	41.3
1	0.10537	41.3
3	0.49652	41.3
2	0.23161	41.3
2	0.19135	41.3
2	0.15209	41.3
2	0.35487	41.3
2	0.38718	41.4
1	0.22913	41.4
1	0.06113	41.4
2	0.36879	41.4
3	0.46869	41.4
1	0.22366	41.4
2	0.17744	41.4
1	0.13917	41.4
3	0.24453	41.4
3	0.30666	41.4
3	0.20328	41.4
2	0.10885	41.4
2	0.21471	41.4
2	0.25348	41.4
2	0.05865	41.4
1	0.20378	41.4
1	0.17445	41.4
3	0.30318	41.4
3	0.34891	41.4
3	0.13171	41.4
3	0.34543	41.4
2	0.2326	41.4
2	0.12724	41.4
2	0.29722	41.5
1	0.11779	41.5
2	0.14463	41.5
2	0.20775	41.5
1	0.13221	41.5
2	0.20775	41.5
1	0.05815	41.5
2	0.1834	41.5
1	0.10586	41.5
1	0.07455	41.5
2	0.15308	41.5
2	0.33897	41.6
2	0.32853	41.6
2	0.14215	41.7
2	0.32256	41.7
2	0.05915	41.7
2	0.08797	41.7
2	0.22664	41.7
1	0.24006	41.7
1	0.08748	41.9
3	0.45328	41.9
2	0.18091	41.9
2	0.25	41.9
1	0.10885	41.9
3	0.07107	41.9
3	0.35586	41.9
3	0.46372	41.9
1	0.37674	41.9
1	0.28926	42
1	0.14911	42
1	0.05964	42
1	0.15109	42
3	0.29523	42
1	0.22565	42
2	0.13917	42
3	0.29473	42
1	0.07604	42
2	0.12028	42
2	0.05169	42
3	0.46024	42.1
1	0.28728	42.1
1	0.09891	42.1
1	0.39264	42.1
2	0.42644	42.1
1	0.06958	42.1
2	0.0999	42.1
1	0.29026	42.1
2	0.39314	42.1
1	0.13121	42.1
2	0.16302	42.1
2	0.43738	42.1
2	0.11531	42.1
1	0.10189	42.2
2	0.06312	42.2
3	0.12674	42.2
3	0.10189	42.2
3	0.10189	42.2
1	0.09493	42.2
3	0.24354	42.2
3	0.18539	42.2
2	0.17147	42.3
2	0.31312	42.3
2	0.20577	42.4
2	0.1665	42.4
3	0.45427	42.5
3	0.12575	42.5
3	0.30219	42.5
3	0.12028	42.5
3	0.09046	42.5
1	0.11978	42.5
3	0.43191	42.5
2	0.2833	42.5
2	0.26243	42.5
2	0.07753	42.5
2	0.26292	42.5
2	0.25895	42.5
2	0.166	42.5
3	0.49702	42.6
2	0.24553	42.6
2	0.24155	42.6
2	0.26193	42.6
2	0.23211	42.6
1	0.08598	42.6
1	0.10785	42.6
3	0.19235	42.7
1	0.14016	42.7
1	0.14066	42.7
1	0.16054	42.7
1	0.083	42.7
2	0.29523	42.7
1	0.14612	42.9
2	0.06461	42.9
3	0.48658	42.9
2	0.22416	42.9
1	0.06809	42.9
3	0.40507	43
1	0.07406	43.1
2	0.08698	43.2
2	0.1337	43.2
2	0.08698	43.2
2	0.47217	43.2
2	0.21869	43.4
3	0.31859	43.4
1	0.06412	43.4
1	0.09692	43.4
3	0.37127	43.4
1	0.06511	43.4
2	0.14761	43.4
2	0.1004	43.4
1	0.07406	43.4
2	0.09046	43.4
3	0.21123	43.4
2	0.06859	43.4
1	0.07256	43.4
2	0.36531	43.5
1	0.05368	43.5
2	0.38668	43.5
2	0.3166	43.5
1	0.30865	43.5
1	0.41203	43.5
1	0.28976	43.5
1	0.26143	43.5
1	0.35239	43.5
1	0.43042	43.5
1	0.07058	43.6
1	0.33698	43.6
1	0.43787	43.6
1	0.07008	43.7
1	0.06809	43.7
3	0.41551	43.7
3	0.40159	43.7
3	0.25795	43.7
1	0.08052	43.7
2	0.06958	43.7
3	0.27535	43.8
3	0.32952	43.8
3	0.27932	43.8
3	0.29771	43.8
3	0.39364	43.8
1	0.0999	43.8
1	0.07555	43.8
3	0.37575	43.8
3	0.25596	43.8
3	0.34891	43.8
3	0.42445	43.8
3	0.34841	43.8
2	0.10388	43.9
3	0.40805	43.9
2	0.24702	43.9
2	0.09394	43.9
2	0.333	43.9
1	0.05616	43.9
2	0.10686	43.9
2	0.21421	43.9
1	0.0661	44
1	0.08797	44
1	0.09344	44
1	0.12028	44.1
1	0.05964	44.1
3	0.21123	44.3
1	0.18191	44.3
1	0.36233	44.3
1	0.42644	44.4
1	0.36431	44.4
1	0.27187	44.5
1	0.22962	44.5
1	0.30368	44.5
1	0.19284	44.5
1	0.06511	44.5
1	0.27386	44.5
1	0.23509	44.5
1	0.26243	44.5
1	0.29374	44.5
1	0.11581	44.5
1	0.20875	44.5
3	0.2172	44.6
3	0.21819	44.6
3	0.21918	44.6
3	0.18738	44.6
3	0.18738	44.6
1	0.06064	44.6
3	0.06014	44.6
2	0.26789	44.6
3	0.45477	44.6
3	0.45378	44.6
3	0.17197	44.6
1	0.19384	44.7
1	0.10388	44.7
1	0.05368	44.7
2	0.13519	44.7
1	0.30318	44.7
1	0.10388	44.7
2	0.43887	44.7
2	0.13221	44.7
1	0.15408	44.7
2	0.33101	44.7
2	0.20726	44.7
1	0.14563	44.7
1	0.10736	44.7
2	0.29175	45.3
3	0.47565	45.3
2	0.40408	45.3
2	0.3494	45.3
2	0.19881	45.3
2	0.27187	45.3
2	0.29722	45.3
2	0.39165	45.3
2	0.35139	45.3
2	0.27883	45.3
2	0.3504	45.3
2	0.27883	45.3
3	0.46819	45.3
1	0.08101	45.3
2	0.19533	45.3
2	0.23708	45.4
2	0.23608	45.4
2	0.32753	45.5
2	0.30865	45.6
3	0.44483	45.6
1	0.20527	45.7
3	0.45427	46
1	0.05517	46
3	0.42147	46
2	0.09443	46
2	0.0661	46
2	0.3663	46
1	0.08996	46.1
1	0.31958	46.1
2	0.38966	46.1
1	0.07753	46.1
3	0.14115	46.1
1	0.19881	46.1
2	0.32306	46.1
1	0.09046	46.1
2	0.2336	46.1
1	0.07406	46.1
1	0.18688	46.2
1	0.2828	46.2
1	0.28082	46.2
1	0.14215	46.2
1	0.14264	46.2
1	0.12624	46.2
1	0.12624	46.2
1	0.11978	46.2
1	0.19632	46.2
1	0.16153	46.2
1	0.14712	46.2
2	0.05467	46.3
1	0.12276	46.3
2	0.07853	46.3
3	0.4831	46.3
3	0.47366	46.3
3	0.48211	46.3
1	0.13668	46.3
1	0.32555	46.3
1	0.19732	46.5
1	0.14066	46.5
1	0.19732	46.5
1	0.14861	46.5
2	0.26093	46.5
2	0.07256	46.5
1	0.18738	46.5
3	0.46471	46.5
1	0.05964	46.5
2	0.2838	46.5
2	0.21521	46.5
1	0.05815	46.5
2	0.19881	46.5
1	0.06113	46.5
1	0.08598	46.5
1	0.08598	46.5
2	0.28579	46.5
3	0.31859	46.5
1	0.09742	46.6
1	0.17694	46.6
3	0.37475	46.6
1	0.28429	46.6
3	0.15258	46.7
3	0.15209	46.7
3	0.21819	46.7
3	0.43986	46.8
1	0.15855	46.8
1	0.06412	46.8
1	0.19085	46.8
1	0.08101	46.9
1	0.11282	46.9
2	0.23559	46.9
3	0.38569	46.9
2	0.06461	46.9
1	0.05765	46.9
2	0.25895	46.9
3	0.24155	46.9
3	0.41004	46.9
2	0.10089	46.9
2	0.38072	46.9
2	0.13618	46.9
2	0.29722	46.9
2	0.416	46.9
1	0.15905	46.9
1	0.10288	46.9
2	0.24453	46.9
1	0.07505	46.9
1	0.26392	47
1	0.11431	47
2	0.12376	47
2	0.39314	47
2	0.39364	47
1	0.14911	47
2	0.40258	47
2	0.21173	47
1	0.35736	47
1	0.17197	47
2	0.23708	47
1	0.0507	47
2	0.25298	47
1	0.21869	47
1	0.17992	47
2	0.44135	47
2	0.16948	47
3	0.37624	47.1
2	0.33946	47.1
2	0.13519	47.1
1	0.19781	47.1
3	0.35388	47.1
2	0.13966	47.1
1	0.0507	47.6
1	0.27087	47.7
3	0.27286	47.7
3	0.34791	47.7
3	0.25149	47.8
3	0.20974	47.8
3	0.21024	47.8
2	0.15507	47.8
1	0.19483	47.9
2	0.1173	47.9
2	0.31312	47.9
1	0.12624	47.9
1	0.27833	47.9
1	0.18091	47.9
1	0.10636	47.9
2	0.34642	47.9
2	0.26889	47.9
1	0.18539	47.9
2	0.14612	47.9
1	0.06213	47.9
2	0.12276	48
2	0.08996	48
2	0.21819	48
1	0.20924	48
1	0.15507	48
1	0.06909	48
1	0.09493	48
1	0.13668	48
1	0.16103	48
1	0.11779	48
3	0.49901	48
1	0.10586	48
1	0.17942	48
1	0.12425	48
1	0.17197	48
1	0.13171	48
1	0.0994	48
1	0.1327	48
1	0.1327	48
1	0.16402	48
2	0.22863	48
1	0.12276	48
1	0.08101	48
1	0.13767	48
1	0.22813	48.1
1	0.19732	48.1
1	0.19881	48.1
1	0.19433	48.1
1	0.17247	48.1
3	0.34145	48.1
3	0.15905	48.1
1	0.15706	48.1
2	0.33648	48.3
3	0.4001	48.3
1	0.05318	48.3
2	0.29026	48.3
2	0.16799	48.3
3	0.45825	48.3
3	0.45974	48.3
2	0.24155	48.3
2	0.16402	48.3
2	0.23807	48.3
3	0.4503	48.3
2	0.17992	48.3
2	0.12724	48.4
2	0.27982	48.4
3	0.45676	48.4
1	0.1332	48.4
2	0.17992	48.4
2	0.30865	48.4
2	0.17893	48.4
1	0.11978	48.4
3	0.15557	48.4
3	0.20229	48.4
3	0.31163	48.4
2	0.3166	48.4
1	0.06113	48.4
2	0.24503	48.4
1	0.05169	48.4
1	0.09692	48.4
1	0.10885	48.4
1	0.23012	48.5
1	0.09245	48.5
1	0.21968	48.5
1	0.12575	48.5
2	0.05915	48.5
2	0.29274	48.5
1	0.11431	48.5
1	0.12227	48.5
2	0.05318	48.5
1	0.2331	48.5
1	0.06511	48.5
1	0.09642	48.5
1	0.13022	48.6
2	0.30517	48.6
2	0.30517	48.6
2	0.17893	48.6
2	0.28628	48.6
1	0.08847	48.6
1	0.16998	48.6
2	0.37873	48.6
1	0.13569	48.6
2	0.34145	48.6
3	0.34891	48.6
3	0.37674	48.6
1	0.07356	48.6
1	0.10636	48.6
1	0.17545	48.6
2	0.13618	48.7
2	0.19881	48.7
3	0.37326	48.7
2	0.35288	48.7
1	0.14861	48.7
3	0.26491	48.7
3	0.35686	48.7
2	0.1337	48.7
3	0.39761	48.8
2	0.3007	48.8
3	0.4667	48.8
1	0.14612	48.8
2	0.10288	48.8
1	0.07157	48.8
1	0.12227	48.8
1	0.16501	48.8
2	0.11282	48.8
1	0.15805	48.8
2	0.22813	48.8
2	0.28529	48.8
1	0.25944	48.8
1	0.1332	48.9
2	0.23509	48.9
2	0.24503	48.9
1	0.1993	49
3	0.48012	49
1	0.16054	49.1
3	0.28231	49.1
1	0.09692	49.1
3	0.37823	49.1
3	0.39861	49.1
1	0.14364	49.1
1	0.13966	49.1
1	0.0835	49.1
1	0.14861	49.1
1	0.06064	49.1
2	0.39861	49.4
2	0.42594	49.4
3	0.11581	49.4
3	0.13867	49.4
2	0.09543	49.4
3	0.26193	49.4
3	0.27684	49.4
2	0.09841	49.4
3	0.42247	49.4
3	0.16302	49.4
3	0.16799	49.4
3	0.22416	49.4
2	0.2003	49.5
2	0.1496	49.5
3	0.28479	49.5
2	0.21372	49.5
2	0.12326	49.5
3	0.31511	49.5
3	0.3002	49.5
2	0.21471	49.5
2	0.08648	49.5
3	0.37425	49.5
1	0.13917	49.5
2	0.17396	49.5
3	0.18091	49.6
3	0.11034	49.6
1	0.08698	49.6
1	0.08698	49.6
3	0.26988	49.6
3	0.26938	49.6
1	0.22962	49.6
3	0.43887	49.6
1	0.1332	49.6
1	0.09592	49.6
2	0.24056	49.7
2	0.1675	49.7
2	0.23907	49.7
2	0.23956	49.7
3	0.46571	49.7
3	0.41352	49.7
3	0.47117	49.7
2	0.23111	49.7
2	0.2172	49.7
2	0.12525	49.7
2	0.17296	49.7
2	0.20477	49.7
3	0.39513	49.8
2	0.19036	49.8
1	0.16451	49.8
2	0.05517	49.8
2	0.22018	49.8
2	0.48111	49.8
1	0.05368	49.8
2	0.21769	49.8
2	0.24404	49.8
1	0.083	49.8
2	0.12674	49.8
2	0.16054	49.8
2	0.18787	49.8
3	0.4508	49.9
2	0.25795	49.9
3	0.47465	49.9
2	0.17296	49.9
3	0.42843	49.9
2	0.25497	49.9
2	0.22962	49.9
1	0.06014	49.9
1	0.05368	49.9
1	0.05368	49.9
1	0.0835	49.9
2	0.083	49.9
1	0.05368	49.9
2	0.16352	49.9
1	0.05368	49.9
1	0.2003	49.9
1	0.05368	49.9
1	0.05368	49.9
2	0.38767	49.9
1	0.19682	49.9
1	0.20129	49.9
1	0.08698	50
1	0.0661	50
2	0.3673	50
2	0.12376	50.1
2	0.1506	50.1
3	0.42147	50.1
3	0.39414	50.1
1	0.12127	50.1
1	0.14264	50.1
1	0.05268	50.1
1	0.1337	50.1
3	0.31014	50.1
3	0.31064	50.1
1	0.09046	50.1
1	0.1665	50.2
1	0.22614	50.2
2	0.40457	50.2
3	0.35139	50.2
2	0.06163	50.2
2	0.06014	50.2
1	0.16899	50.2
2	0.24553	50.2
2	0.14761	50.3
1	0.08748	50.4
2	0.39761	50.4
2	0.30467	50.6
3	0.36829	50.6
1	0.0671	50.7
1	0.05666	50.7
2	0.3668	50.7
2	0.14016	50.9
1	0.15706	50.9
2	0.15258	50.9
3	0.4662	50.9
2	0.2341	50.9
2	0.34493	50.9
1	0.25547	50.9
2	0.07803	50.9
3	0.24901	50.9
3	0.18986	50.9
2	0.12823	50.9
3	0.3504	50.9
2	0.12972	50.9
3	0.31113	50.9
2	0.1665	50.9
2	0.06113	50.9
2	0.08748	50.9
3	0.46074	50.9
1	0.29125	50.9
3	0.16948	51
2	0.18787	51
2	0.39165	51
2	0.09095	51
2	0.34145	51
2	0.27584	51
2	0.32555	51
3	0.40954	51
1	0.11978	51
2	0.13569	51
3	0.42296	51.1
1	0.1168	51.1
1	0.09245	51.1
3	0.42147	51.1
2	0.17793	51.1
1	0.15358	51.1
1	0.06113	51.1
2	0.11531	51.1
3	0.42247	51.1
2	0.18738	51.1
2	0.15159	51.1
3	0.40755	51.1
2	0.07853	51.1
1	0.07455	51.1
2	0.11133	51.1
2	0.22515	51.1
2	0.11034	51.1
1	0.0666	51.1
1	0.14513	51.1
2	0.20974	51.2
3	0.3325	51.2
2	0.10785	51.2
2	0.22515	51.2
2	0.17197	51.2
3	0.3827	51.2
1	0.0507	51.2
1	0.07704	51.2
2	0.12475	51.2
1	0.15606	51.3
3	0.37525	51.3
3	0.40209	51.3
3	0.33499	51.3
3	0.35835	51.3
3	0.42644	51.3
3	0.41899	51.4
3	0.32356	51.4
3	0.38618	51.4
3	0.22614	51.4
1	0.07604	51.4
1	0.09592	51.4
1	0.09742	51.4
1	0.10835	51.4
1	0.0835	51.5
1	0.15755	51.5
1	0.06759	51.5
1	0.1496	51.5
1	0.18787	51.5
3	0.31958	51.6
3	0.31859	51.6
1	0.07157	51.6
3	0.26044	51.6
1	0.06412	51.6
3	0.35586	51.6
3	0.2336	51.6
3	0.19384	51.7
1	0.05865	51.7
1	0.07157	51.7
1	0.07952	51.7
2	0.16402	51.7
3	0.31064	51.7
1	0.05169	51.7
2	0.24056	51.8
2	0.2992	51.8
2	0.16849	51.8
1	0.06213	51.8
2	0.05716	51.9
3	0.30169	51.9
3	0.24254	51.9
2	0.11183	51.9
3	0.18738	51.9
3	0.19831	51.9
3	0.11829	51.9
3	0.27187	51.9
1	0.08052	51.9
2	0.07406	52
2	0.25547	52
2	0.24404	52
2	0.27982	52
2	0.08151	52
1	0.16501	52
1	0.13469	52
1	0.06809	52
2	0.0835	52.1
2	0.15109	52.1
1	0.06213	52.1
2	0.23807	52.1
2	0.09245	52.1
3	0.34195	52.1
3	0.35835	52.1
2	0.07555	52.1
2	0.24652	52.1
3	0.49056	52.1
2	0.0994	52.1
1	0.10934	52.1
2	0.2167	52.1
2	0.22614	52.1
3	0.32555	52.1
1	0.06809	52.1
1	0.17992	52.1
1	0.29672	52.1
2	0.07306	52.1
1	0.16153	52.1
1	0.13519	52.1
1	0.06412	52.2
2	0.37773	52.2
3	0.42296	52.2
3	0.42296	52.2
3	0.34344	52.2
2	0.22217	52.2
1	0.10239	52.2
2	0.22614	52.2
1	0.09692	52.3
1	0.05169	52.3
2	0.16004	52.3
3	0.33151	52.3
1	0.0661	52.4
1	0.11382	52.4
1	0.05666	52.4
1	0.18887	52.4
1	0.08201	52.4
2	0.18191	52.4
2	0.28678	52.4
1	0.08598	52.4
1	0.27187	52.4
1	0.09046	52.4
1	0.09145	52.4
2	0.13221	52.4
2	0.33847	52.4
1	0.1004	52.4
2	0.44433	52.4
1	0.10487	52.4
1	0.20924	52.4
2	0.22962	52.4
2	0.45527	52.4
1	0.06958	52.5
2	0.18439	52.5
2	0.08201	52.5
2	0.18887	52.5
1	0.10686	52.5
3	0.39712	52.6
2	0.06859	52.6
3	0.42296	52.6
3	0.44135	52.6
2	0.20626	52.6
2	0.08897	52.6
2	0.22266	52.6
2	0.32256	52.6
2	0.16799	52.6
1	0.09841	52.6
3	0.4175	52.6
2	0.12624	52.6
2	0.14612	52.6
1	0.09046	52.6
2	0.20726	52.6
2	0.11531	52.6
1	0.16054	52.6
1	0.07157	52.6
2	0.11481	52.6
1	0.05567	52.6
2	0.14066	52.6
2	0.30268	52.6
1	0.08201	52.7
2	0.12326	52.7
1	0.06312	52.7
1	0.07505	52.7
2	0.18489	52.7
1	0.08449	52.7
2	0.28131	52.7
2	0.36829	52.7
1	0.05815	52.7
2	0.29324	52.7
2	0.32853	52.8
2	0.32107	52.8
2	0.21223	52.8
1	0.0502	52.8
1	0.06412	52.8
2	0.34245	52.8
2	0.18539	52.8
1	0.08698	52.8
1	0.16252	52.8
2	0.1496	52.8
2	0.18638	52.9
2	0.11879	52.9
2	0.08101	52.9
3	0.36233	52.9
3	0.37475	52.9
2	0.30964	52.9
1	0.06312	52.9
2	0.2326	53
1	0.05219	53
2	0.18191	53
1	0.08698	53
1	0.09841	53
1	0.15954	53
1	0.06113	53
1	0.15954	53
3	0.18141	53
3	0.32903	53
2	0.13221	53.1
2	0.07903	53.1
1	0.06461	53.1
3	0.23062	53.1
3	0.28976	53.1
2	0.13966	53.1
3	0.42296	53.1
2	0.14712	53.1
2	0.08598	53.1
1	0.12873	53.1
3	0.40805	53.1
2	0.32107	53.1
3	0.42247	53.1
2	0.22465	53.1
1	0.1168	53.1
3	0.29076	53.1
1	0.17594	53.1
2	0.34443	53.1
2	0.20775	53.1
2	0.25	53.1
2	0.06809	53.1
1	0.09095	53.1
1	0.07853	53.1
3	0.41451	53.1
2	0.17147	53.1
2	0.20477	53.2
1	0.09791	53.2
2	0.14016	53.2
2	0.17644	53.2
1	0.06561	53.2
3	0.21571	53.2
3	0.48459	53.2
3	0.34841	53.2
3	0.2495	53.2
3	0.30716	53.2
1	0.07356	53.2
2	0.28082	53.2
2	0.07455	53.2
2	0.35388	53.2
3	0.35487	53.2
3	0.42843	53.2
2	0.17594	53.2
1	0.15905	53.2
1	0.10388	53.2
1	0.08002	53.2
2	0.17942	53.2
1	0.05318	53.2
1	0.16203	53.2
2	0.2664	53.2
2	0.17843	53.2
2	0.25249	53.3
1	0.06958	53.3
2	0.11829	53.3
3	0.39115	53.3
2	0.19135	53.3
3	0.39115	53.3
2	0.1998	53.3
3	0.25298	53.3
3	0.45577	53.3
2	0.13221	53.3
1	0.08449	53.3
1	0.06511	53.3
2	0.18936	53.3
2	0.12028	53.3
2	0.11978	53.3
2	0.19284	53.3
2	0.1829	53.3
3	0.37773	53.3
2	0.10636	53.3
3	0.30467	53.3
1	0.05119	53.3
2	0.15706	53.3
2	0.13569	53.3
2	0.13519	53.3
1	0.0671	53.3
2	0.16899	53.3
3	0.36829	53.4
3	0.32256	53.5
1	0.12525	53.5
1	0.29821	53.5
3	0.25696	53.6
1	0.05567	53.6
2	0.11829	53.6
3	0.48509	53.6
1	0.09841	53.6
3	0.2495	53.6
3	0.35189	53.6
1	0.0835	53.7
1	0.12425	53.7
1	0.26342	53.7
1	0.1675	53.7
1	0.31362	53.7
1	0.28181	53.7
1	0.27386	53.7
1	0.14612	53.7
1	0.25398	53.7
1	0.25398	53.7
1	0.23161	53.7
1	0.1004	53.7
1	0.22763	53.7
1	0.12525	53.7
1	0.10189	53.7
1	0.25994	53.7
1	0.05368	53.7
1	0.07853	53.8
1	0.11183	53.8
3	0.19881	53.8
3	0.3499	53.8
3	0.19384	53.8
1	0.0507	53.8
3	0.23658	53.8
3	0.23658	53.8
3	0.19036	53.8
3	0.14761	53.8
3	0.14761	53.8
1	0.06064	53.8
1	0.07157	53.8
1	0.21272	53.8
2	0.06312	53.8
2	0.36183	53.8
1	0.18191	53.8
1	0.1501	53.8
3	0.39264	53.8
2	0.22217	53.8
1	0.17992	53.8
3	0.21123	53.8
2	0.29274	53.9
2	0.1327	53.9
1	0.1168	53.9
3	0.47465	53.9
1	0.05666	53.9
1	0.11431	53.9
1	0.08449	53.9
1	0.14215	53.9
2	0.1829	54
2	0.24254	54
1	0.11133	54
2	0.13867	54
2	0.13867	54
1	0.07256	54
2	0.06561	54
2	0.24354	54
1	0.05915	54.1
3	0.25497	54.2
1	0.06213	54.2
1	0.07256	54.4
1	0.05517	54.4
2	0.24453	54.4
3	0.33996	54.4
3	0.32753	54.5
3	0.25	54.5
3	0.3663	54.5
2	0.18539	54.6
2	0.29026	54.6
3	0.39612	54.6
1	0.06362	54.6
2	0.09294	54.6
2	0.32952	54.6
2	0.32604	54.6
3	0.37127	54.6
2	0.05318	54.6
3	0.48658	54.6
2	0.05268	54.6
2	0.35239	54.6
3	0.40855	54.6
3	0.29473	54.6
3	0.40805	54.6
2	0.27783	54.6
1	0.12575	54.6
2	0.3335	54.7
2	0.1998	54.7
3	0.42992	54.7
1	0.11282	54.7
3	0.3837	54.7
3	0.28231	54.7
2	0.11133	54.7
3	0.14364	54.7
2	0.08151	54.7
2	0.17147	54.8
1	0.11928	54.8
2	0.10338	54.8
1	0.14463	54.8
3	0.24056	54.8
1	0.05368	54.8
2	0.16302	54.8
1	0.11779	54.8
2	0.31113	54.8
2	0.42942	54.8
1	0.11879	54.8
2	0.20626	54.8
2	0.09742	54.8
2	0.3171	54.8
1	0.35586	54.8
1	0.22465	54.8
2	0.46123	54.8
1	0.09095	54.8
2	0.43688	54.8
2	0.25298	54.8
1	0.27386	54.8
1	0.18141	54.8
1	0.18042	54.8
1	0.18042	54.8
1	0.34145	54.8
1	0.14811	54.8
1	0.43042	54.8
1	0.05666	54.8
1	0.08847	54.8
1	0.36382	54.8
1	0.24602	54.8
1	0.06262	54.8
1	0.1834	54.8
2	0.27833	54.9
1	0.08996	55
1	0.07107	55
3	0.4826	55
2	0.10885	55
2	0.29374	55
3	0.40109	55.1
3	0.48012	55.1
3	0.41203	55.1
1	0.07455	55.1
3	0.40109	55.2
2	0.26541	55.2
3	0.39761	55.2
1	0.19632	55.3
2	0.21471	55.5
3	0.46074	55.6
2	0.0502	55.6
1	0.13022	55.6
2	0.32008	55.6
3	0.43588	55.6
3	0.43588	55.6
2	0.39314	55.6
1	0.06511	55.6
1	0.06511	55.6
3	0.2505	55.6
2	0.31759	55.6
2	0.07406	55.6
3	0.37326	55.6
2	0.26044	55.6
3	0.15706	55.6
2	0.32704	55.6
1	0.2162	55.6
1	0.21521	55.6
2	0.11332	55.6
1	0.19781	55.6
2	0.10089	55.6
1	0.12873	55.8
1	0.12823	55.8
2	0.06412	55.8
1	0.19732	55.8
2	0.10586	55.8
1	0.07207	55.8
1	0.13569	55.8
1	0.06163	55.8
3	0.41103	55.9
2	0.11531	55.9
1	0.08698	55.9
1	0.08598	55.9
3	0.21372	55.9
3	0.14563	55.9
1	0.22266	55.9
3	0.3161	55.9
1	0.0994	55.9
3	0.27634	55.9
1	0.08698	55.9
1	0.09493	55.9
1	0.18042	55.9
3	0.12773	55.9
1	0.06909	55.9
1	0.31163	55.9
1	0.09742	55.9
1	0.05268	55.9
3	0.09394	55.9
2	0.19831	55.9
3	0.31113	55.9
2	0.15855	55.9
3	0.39712	55.9
1	0.08499	55.9
2	0.20278	55.9
3	0.39911	56
2	0.26541	56
2	0.23956	56
1	0.06262	56
2	0.28181	56
2	0.09642	56
2	0.1163	56
1	0.05716	56
3	0.18837	56
1	0.07505	56
1	0.084	56
1	0.09592	56
1	0.17942	56
1	0.08748	56
1	0.08648	56
1	0.07306	56
2	0.47416	56.1
3	0.21819	56.1
2	0.30964	56.1
2	0.46123	56.1
1	0.08946	56.1
1	0.09046	56.1
1	0.27038	56.1
1	0.34046	56.1
2	0.43638	56.1
2	0.416	56.1
1	0.37873	56.2
2	0.07505	56.2
1	0.37873	56.2
2	0.12177	56.2
1	0.32803	56.2
2	0.07853	56.2
3	0.22167	56.3
2	0.10288	56.3
2	0.14463	56.3
1	0.11978	56.3
3	0.1834	56.3
1	0.18588	56.3
3	0.37276	56.3
1	0.07753	56.3
2	0.43539	56.3
1	0.15358	56.3
1	0.11481	56.3
1	0.26839	56.3
1	0.06312	56.3
3	0.37773	56.3
1	0.13121	56.4
1	0.06461	56.5
3	0.43042	56.5
3	0.27137	56.5
3	0.37227	56.5
1	0.1004	56.5
1	0.06809	56.5
3	0.22714	56.5
3	0.32753	56.5
3	0.48211	56.5
1	0.08151	56.5
1	0.05964	56.5
3	0.29076	56.5
3	0.17793	56.5
1	0.28131	56.5
1	0.32356	56.5
3	0.14016	56.6
1	0.15855	56.6
3	0.37376	56.6
1	0.09145	56.8
3	0.41998	56.8
1	0.1496	56.8
3	0.46769	56.8
1	0.0994	56.8
2	0.26491	56.8
1	0.12773	56.8
1	0.09344	56.8
3	0.43191	56.8
1	0.1163	56.8
1	0.14712	56.8
3	0.28429	56.8
3	0.41054	56.8
2	0.18042	56.8
3	0.27684	56.8
2	0.09145	56.8
2	0.33698	56.8
3	0.42942	56.8
1	0.15557	56.8
2	0.18688	56.8
2	0.16998	56.9
2	0.22714	56.9
2	0.18936	56.9
3	0.36531	56.9
3	0.42197	56.9
3	0.28181	56.9
1	0.10089	56.9
3	0.24354	56.9
3	0.31362	57
2	0.2997	57
2	0.33101	57
2	0.13419	57
1	0.0507	57.1
2	0.2008	57.1
2	0.38469	57.1
2	0.37873	57.1
2	0.19085	57.1
2	0.2326	57.1
2	0.12127	57.1
2	0.13867	57.2
2	0.40159	57.3
1	0.11382	57.3
1	0.19433	57.3
1	0.24105	57.3
1	0.09592	57.3
2	0.10139	57.3
2	0.3007	57.3
2	0.39662	57.3
1	0.14612	57.3
1	0.12376	57.3
2	0.37575	57.3
2	0.13867	57.3
1	0.08151	57.4
2	0.39811	57.4
1	0.27932	57.4
2	0.11879	57.4
2	0.29026	57.4
2	0.2336	57.4
3	0.35239	57.4
2	0.16302	57.4
1	0.10835	57.4
1	0.17097	57.4
2	0.06262	57.4
3	0.46074	57.4
2	0.38618	57.4
1	0.12624	57.4
2	0.18738	57.4
2	0.25596	57.4
1	0.14911	57.4
1	0.10984	57.4
2	0.36531	57.4
2	0.36531	57.4
2	0.25547	57.4
3	0.44085	57.4
1	0.12823	57.4
3	0.32753	57.4
2	0.09692	57.4
2	0.05318	57.4
1	0.16899	57.4
1	0.2326	57.4
1	0.06113	57.4
2	0.25149	57.4
2	0.13767	57.4
1	0.05567	57.4
2	0.08648	57.5
1	0.0507	57.5
2	0.14066	57.5
2	0.18588	57.5
2	0.28678	57.5
3	0.48907	57.5
2	0.23708	57.5
2	0.07803	57.5
2	0.28877	57.5
1	0.11978	57.5
1	0.06461	57.5
1	0.24155	57.5
2	0.27386	57.5
2	0.33847	57.5
2	0.35785	57.6
1	0.06461	57.6
2	0.35686	57.6
2	0.19135	57.6
1	0.05517	57.6
1	0.05915	57.6
2	0.27783	57.6
2	0.22664	57.6
1	0.18241	57.6
1	0.32356	57.6
1	0.08648	57.6
1	0.05219	57.6
